titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,genero
Farsa de Inês Pereira; Auto da Barca do Inferno; Auto da Alma; Pranto de Maria Parda,Gil Vicente,9788572325011,8572325018,2011,170,português,Martin,3.5,Ensaios / Literatura Estrangeira
Fic,Anne Jamison,9788569474142,8569474148,2017,400,português,Rocco,4.2,Ensaios / Literatura Estrangeira
Notícias: Manual do usuário,Alain de Botton,9788580577839,8580577837,2015,240,português,Intrínseca,3.8,Ensaios / Literatura Estrangeira
Uma História do Mundo,Andrew Marr,9788580578393,8580578396,2015,616,português,Intrínseca,4,Ensaios / Literatura Estrangeira
Como Um Romance,Daniel Pennac,9788532504258,8532504256,1993,167,português,Rocco,4.2,Ensaios / Não-ficção
Misbehaving,Richard H. Thaler,9788551004135,8551004131,2019,448,português,Intrínseca,4.1,Ensaios / Não-ficção
Promiscuidades,Naomi Wolf,9788532508584,8532508588,1998,348,português,Rocco,4.5,Ensaios / Sexo e Sexologia / Sociologia
Livro de marcar filmes,Increasy Consultoria Literária,9788576865001,8576865009,2016,200,português,Verus,4,Entretenimento
Roube como um artista: O Diário,Austin Kleon,9788532530134,8532530133,2015,224,português,Rocco,3.9,Entretenimento
Contos de Terror do Tio Montague,chris priestley,9788561396145,8561396148,2008,256,português,Rocco,4.2,Entretenimento / Aventura / Fantasia / Literatura Estrangeira / Terror / Suspense e Mistério
Agência de Investigações Holísticas Dirk Gently,Douglas Adams,9788580413953,8580413958,2015,240,português,Arqueiro,4,"Entretenimento / Ficção / Ficção científica / Humor, Comédia / Literatura Estrangeira "
"Almanaque Ei, Nerd",Ei Nerd,9788550302096,8550302090,2017,320,português,Universo,4.1,"Entretenimento / HQ, comics, mangá / Infantojuvenil / Literatura Brasileira "
Guia do Aprendiz em Minecraft,Matthew Pellet,9788579309373,8579309379,2015,80,português,Universo,3.8,Entretenimento / Jogos / Literatura Estrangeira / Não-ficção
Guia do Mestre em Minecraft,Matthew Pellet,9788579309397,8579309395,2015,80,português,Universo,4.5,Entretenimento / Jogos / Literatura Estrangeira / Não-ficção
Quarenta e Quatro em Quarentena,Miguel Pinto Guimarães,9786555601329,6555601329,2020,624,português,Intrínseca,0,Entretenimento / Literatura Brasileira / Não-ficção
A Libertação da Bela,Anne Rice,9788532527363,8532527361,2012,352,português,Rocco,3.3,Erótico
A Punição da Bela,Anne Rice,9788532527356,8532527353,2012,352,português,Rocco,3.1,Erótico
Kama Sutra para a mulher,Alicia Gallotti,9788576659402,8576659409,2013,150,português,,4,Erótico
Casa de Terra e Sangue,Sarah J. Maas,9788501119599,8501119598,2020,896,português,Galera,4.6,Erótico / Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance
Amante Eterno,J. R. Ward,9788579300844,8579300843,2010,448,português,Universo,4.5,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Amante Finalmente,J. R. Ward,9788579303999,8579303990,2013,700,português,Universo,4.5,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Amante Libertada,J. R. Ward,9788579303159,857930315X,2012,556,português,Universo,4.3,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Amante Liberto,J. R. Ward,9788579302107,8579302102,2011,528,português,Universo,4.4,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Amante Meu,J. R. Ward,9788579302916,8579302919,2012,608,português,Universo,4.4,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Amante Revelado,J. R. Ward,9788579301605,8579301602,2010,496,português,Universo,4.3,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Amante Sombrio,J. R. Ward,9788579300820,8579300827,2009,472,português,Universo,4.4,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Amante Vingado,J. R. Ward,9788579302640,8579302641,2011,720,português,Universo,4.5,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
O Jogo das Sombras,Christine Feehan,9788550302775,8550302775,2018,368,português,Universo,3.3,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance
Beijo de Sangue,J. R. Ward,9788579309755,8579309751,2016,416,português,Universo,4.4,Erótico / Fantasia / Ficção / Romance
Feitiço Sombrio,Christine Feehan,9788579307089,8579307082,2014,352,português,Universo,4.1,Erótico / Fantasia / Romance
Apenas Por Uma Noite,J.S. Cooper / Helen Cooper,9788522032327,8522032327,2016,192,português,Casa,3.2,Erótico / Ficção / Jovem adulto / Literatura Estrangeira / Romance
4 Semanas de Prazer,Julianna Costa,9788579307263,8579307260,2014,496,português,Universo,4.5,Erótico / Ficção / Literatura Brasileira / Romance
Adorável Cretino 2,Camila Ferreira,9788550302409,8550302406,2017,256,português,Universo,3.8,Erótico / Ficção / Literatura Brasileira / Romance
Sedução Irresistível,Kacau Tiamo,9788550302126,8550302120,2017,128,português,Universo,3.9,Erótico / Ficção / Literatura Brasileira / Romance
Sem Vergonha,Julianna Costa,9788579308864,8579308860,2015,368,português,Universo,4.2,Erótico / Ficção / Literatura Brasileira / Romance
A Dívida,Nina G. Jones,9788550302867,8550302864,2018,448,português,Universo,3.8,Erótico / Ficção / Literatura Estrangeira
Os Desejos da Bela Adormecida,Anne Rice,9788532527349,8532527345,2012,352,português,Rocco,2.9,Erótico / Ficção / Literatura Estrangeira
Amante Sombrio,J. R. Ward,9788579308116,8579308119,2017,472,português,Universo,4.4,Erótico / Ficção / Literatura Estrangeira / Fantasia / Romance
A Ruiva Revelada,Alice Clayton,9788579307041,857930704X,2014,256,português,Universo,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
50 noites em tons de cinza,L. Elias,9788542204889,8542204883,2015,112,português,Planeta,3.3,Erótico / Ficção / Literatura Estrangeira / Romance
50 Tons Mais Escuros,E.L. James,9788580575880,8580575885,2012,431,português,Intrínseca,3.8,Erótico / Ficção / Literatura Estrangeira / Romance
A Escolha,J. R. Ward,9788550301952,8550301957,2017,528,português,Universo,4.4,Erótico / Ficção / Literatura Estrangeira / Romance
A Ruiva Misteriosa,Alice Clayton,9788579306891,8579306892,2014,272,português,Universo,3.6,Erótico / Ficção / Literatura Estrangeira / Romance
Amor & Ódio Irresistíveis,Christina Lauren,9788550302362,8550302368,2017,384,português,Universo,3.8,Erótico / Ficção / Literatura Estrangeira / Romance
Apenas uma noite,Kendall Ryan,9788590662266,8590662268,2019,246,português,AllBook,3.5,Erótico / Ficção / Literatura Estrangeira / Romance
Atração Magnética,Meredith Wild,9788522031269,8522031266,2015,288,português,Nova,3.6,Erótico / Ficção / Literatura Estrangeira / Romance
Bem Profundo,Portia Da Costa,9788576658719,8576658712,2012,256,português,Planeta,3.1,Erótico / Ficção / Literatura Estrangeira / Romance
Box Trilogia Cinquenta Tons de Cinza,E.L. James,9788580572797,8580572797,2012,1532,português,Intrínseca,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
Brumas do Tempo,Karen Marie Moning,9788576866145,8576866145,2017,308,português,Verus,3.8,Erótico / Ficção / Literatura Estrangeira / Romance
Butterfly,Kathryn Harvey,9788579303494,8579303494,2012,520,português,Universo,4.2,Erótico / Ficção / Literatura Estrangeira / Romance
Caleidoscópio,Sue Hecker,9786550480240,6550480248,2019,324,português,,4.6,Erótico / Ficção / Literatura Estrangeira / Romance
Chefe Irresistível,Christina Lauren,9788550300108,8550300101,2016,112,português,Universo,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
Cinquenta Tons de Cinza,E.L. James,9788580573923,8580573920,2016,416,português,Intrínseca,3.7,Erótico / Ficção / Literatura Estrangeira / Romance
Cinquenta Tons de Liberdade,E.L. James,9788580572179,8580572177,2012,544,português,Intrínseca,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
Cinquenta Tons de Liberdade - O Capítulo Final,E.L. James,9788551002766,8551002767,2017,544,português,Intrínseca,4,Erótico / Ficção / Literatura Estrangeira / Romance
Cinquenta Tons Mais Escuros,E.L. James,9788551001080,8551001086,2017,512,português,Intrínseca,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
Cinquenta Tons Mais Escuros,E.L. James,9788551001318,8551001310,2017,617,português,Intrínseca,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
Cretina Irresistível,Christina Lauren,9788579306686,857930668X,2013,128,português,Universo,3.8,Erótico / Ficção / Literatura Estrangeira / Romance
Cretino Irresistível,Christina Lauren,9788579305290,8579305292,2013,272,português,Universo,4,Erótico / Ficção / Literatura Estrangeira / Romance
Destino,Audrey Carlan,9788576866459,8576866455,2018,252,português,Verus,4.2,Erótico / Ficção / Literatura Estrangeira / Romance
Dominada,Maya Banks,9788582355015,8582355017,2018,288,português,Gutenberg,3.3,Erótico / Ficção / Literatura Estrangeira / Romance
Engano Irresistível,Vi Keeland,9788550302799,8550302791,2018,336,português,Universo,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
Estranho Irresistível,Christina Lauren,9788579305740,8579305748,2013,288,português,Universo,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
Estranho Irresistível,Christina Lauren,9788579308130,8579308135,2017,254,português,Universo,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
Eu Avisei,Megan Maxwell,9788542218206,8542218205,2019,288,português,Essência,3.8,Erótico / Ficção / Literatura Estrangeira / Romance
Fique por Mim,Amy Daws,9786580455058,6580455055,2019,408,português,AllBook,4,Erótico / Ficção / Literatura Estrangeira / Romance
Fury,Laurann Dohner,9788579307782,8579307783,2015,368,português,Universo,4.3,Erótico / Ficção / Literatura Estrangeira / Romance
Guerreiro Domado,Karen Marie Moning,9788576866190,8576866196,2017,308,português,Verus,4.2,Erótico / Ficção / Literatura Estrangeira / Romance
Honey,Kristen Ashley,9788550301969,8550301965,2017,512,português,Universo,3.4,Erótico / Ficção / Literatura Estrangeira / Romance
Incontrolável,Sylvia Day,9788579307249,8579307244,2014,272,português,Universo,4,Erótico / Ficção / Literatura Estrangeira / Romance
Indomável,S.C. Stephens,9788558890502,8558890501,2017,400,português,Valentina,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
Kade,Kym Grosso,9788552923749,8552923742,2019,190,português,,3.7,Erótico / Ficção / Literatura Estrangeira / Romance
Lead,Kylie Scott,9788550300290,8550300292,2016,368,português,Universo,4.3,Erótico / Ficção / Literatura Estrangeira / Romance
Mente,Audrey Carlan,9788576866206,857686620X,2017,266,português,Verus,3.7,Erótico / Ficção / Literatura Estrangeira / Romance
Mister,E.L. James,9788551005156,8551005154,2019,432,português,Intrínseca,3.4,Erótico / Ficção / Literatura Estrangeira / Romance
Misterioso,Christina Lauren,9788579309410,8579309417,2015,320,português,Universo,4,Erótico / Ficção / Literatura Estrangeira / Romance
Noiva Irresistível,Christina Lauren,9788579307218,857930721X,2014,160,português,Universo,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
O Mais Desejado dos Highlanders,Maya Banks,9788550300597,8550300594,2016,400,português,Universo,4.2,Erótico / Ficção / Literatura Estrangeira / Romance
O Que Você Quiser: Envolvida Por Um Bilionário,Sara Fawkes,9788542200034,8542200039,2013,304,português,Planeta,3.6,Erótico / Ficção / Literatura Estrangeira / Romance
O Que Você Quiser: Envolvida Por Um Bilionário,Sara Fawkes,9788542210873,8542210875,2017,216,português,,3.6,Erótico / Ficção / Literatura Estrangeira / Romance
Obstinada,Sylvia Day,9788579306860,8579306868,2014,296,português,Universo,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
Os Noventa Dias de Geneviève,Lucinda Carrington,9788542201208,8542201205,2013,288,português,Planeta,3.3,Erótico / Ficção / Literatura Estrangeira / Romance
Playboy Irresistível,Christina Lauren,9788579306747,8579306744,2013,360,português,Universo,4.3,Erótico / Ficção / Literatura Estrangeira / Romance
Possuída,Sylvia Day,9788579307065,8579307066,2015,352,português,Universo,4,Erótico / Ficção / Literatura Estrangeira / Romance
Ricos Indecentes,Laurelin Paige,9786580455263,6580455268,2020,304,português,AllBook,3.4,Erótico / Ficção / Literatura Estrangeira / Romance
Ricos Indecentes de Amor,Laurelin Paige,9786586624076,658662407X,2020,270,português,AllBook,3.6,Erótico / Ficção / Literatura Estrangeira / Romance
Ricos Indecentes de Amor,Laurelin Paige,9786586624083,6586624088,2020,270,português,AllBook,3.6,Erótico / Ficção / Literatura Estrangeira / Romance
Sedutor,Christina Lauren,9788579307256,8579307252,2014,379,português,Universo,4,Erótico / Ficção / Literatura Estrangeira / Romance
Seduzida Por Um Guerreiro Escocês,Maya Banks,9788550300023,8550300020,2016,415,português,Universo,4.4,Erótico / Ficção / Literatura Estrangeira / Romance
Sempre Irresistível,Christina Lauren,9788579308789,857930878X,2015,112,português,Universo,4,Erótico / Ficção / Literatura Estrangeira / Romance
Stars,Kathryn Harvey,9788579304767,8579304768,2013,560,português,Universo,4.3,Erótico / Ficção / Literatura Estrangeira / Romance
Surpresa Irresistível,Christina Lauren,9788579309090,8579309093,2015,336,português,Universo,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
Tudo termina aqui,M. Robinson,9786580455300,6580455306,2020,304,português,AllBook,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
Uma Noite e Nada Mais,Whitney G.,9788579308598,8579308593,2015,128,português,Universo,3.9,Erótico / Ficção / Literatura Estrangeira / Romance
Vida,Audrey Carlan,9788576866442,8576866447,2018,238,português,Verus,4.1,Erótico / Ficção / Literatura Estrangeira / Romance
VIP,Kathryn Harvey,9788579306709,8579306701,2013,344,português,Universo,4,Erótico / Ficção / Literatura Estrangeira / Romance
O Lado Feio do Amor,Colleen Hoover,9788501105738,8501105732,2015,336,português,Galera,4.2,Erótico / Ficção / Literatura Estrangeira / Romance / Jovem adulto
Adorável Cretino,Camila Ferreira,9788579309274,8579309271,2015,256,português,Universo,3.8,"Erótico / Humor, Comédia / Literatura Brasileira / Romance "
Colateral,Andy Collins,9788552923725,8552923726,2019,160,português,,4.1,Erótico / Jovem adulto / Literatura Brasileira / Romance
Ricos Indecentes,Laurelin Paige,9786580455171,6580455179,2019,343,português,AllBook,3.4,Erótico / Jovem adulto / Literatura Estrangeira / Romance
Use-Me,Kimberly Knight,9788552923039,8552923033,2018,300,português,,3.9,Erótico / Jovem adulto / Literatura Estrangeira / Romance
Sem Pudor,Julianna Costa,9788550300054,8550300055,2016,352,português,Universo,4.2,Erótico / Literatura Brasileira
A Dama de Papel,Catarina Muniz,9788579309151,8579309158,2015,256,português,Universo,3.8,Erótico / Literatura Brasileira / Romance
Hotelles,Emma Mars,9788532529350,8532529356,2015,496,português,Rocco,3.6,Erótico / Literatura Estrangeira
A Garota do Calendário - Abril,Audrey Carlan,9788576865193,857686519X,2016,160,português,Verus,3.7,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Agosto,Audrey Carlan,9788576865292,8576865297,2016,160,português,Verus,4,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Dezembro,Audrey Carlan,9788576865339,8576865335,2016,160,português,Verus,4,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Fevereiro,Audrey Carlan,9788576865070,8576865076,2016,135,português,Verus,3.6,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Janeiro,Audrey Carlan,9788576865063,8576865068,2016,144,português,Verus,3.8,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Julho,Audrey Carlan,9788576865285,8576865289,2016,144,português,Verus,3.8,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Junho,Audrey Carlan,9788576865278,8576865270,2016,160,português,Verus,3.6,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Maio,Audrey Carlan,9788576865261,8576865262,2016,144,português,Verus,3.7,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Março,Audrey Carlan,9788576865186,8576865181,2016,144,português,Verus,3.8,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Outubro,Audrey Carlan,9788576865315,8576865319,2016,160,português,Verus,3.7,Erótico / Literatura Estrangeira / Romance
A Garota do Calendário - Setembro,Audrey Carlan,9788576865308,8576865300,2016,144,português,Verus,3.9,Erótico / Literatura Estrangeira / Romance
